conflictid,dyadid,org,sideaname,sideaid,sideacomponents,sidebname,sidebid,sidebcomponents,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,year,fatbest,fatlow,fathigh,location,gwnoloc,region,version
4846,5456,1,EPRLF,322,,LTTE,320,,1989-09-28,1,1989-11-05,1,1,1989-12-27,1,1989,225,225,247,Sri Lanka,780,3,17.1
4847,5457,1,LTTE,320,,PLOTE,844,,1989-05-21,1,1989-05-21,1,0,,,1989,51,51,53,Sri Lanka,780,3,17.1
4847,5457,1,LTTE,320,,PLOTE,844,,1989-05-21,1,1989-05-21,1,1,1990-01-04,2,1990,50,50,50,Sri Lanka,780,3,17.1
4848,5458,3,Awlad Omran clan ,991,,Awlad al-Zuid clan,1036,,1993-07-30,3,1993-07-30,3,1,1993-07-30,3,1993,108,108,108,Sudan,625,4,17.1
4848,5458,3,Awlad Omran clan ,991,,Awlad al-Zuid clan,1036,,1993-07-30,3,2014-06-01,1,1,2014-11-27,2,2014,324,324,324,Sudan,625,4,17.1
4849,5459,3,Awlad Zeid,1087,,Zaghawa,705,,2001-05-31,2,2001-05-31,2,1,2001-05-31,2,2001,70,70,70,Sudan,625,4,17.1
4850,5460,3,Dinka ,598,,Nuer,660,,1996-06-04,2,1997-11-27,3,1,1997-11-27,3,1997,35,35,35,Sudan,625,4,17.1
4850,5460,3,Dinka ,598,,Nuer,660,,1996-06-04,2,2010-01-06,2,0,,,2010,228,228,316,Sudan,625,4,17.1
4850,5460,3,Dinka ,598,,Nuer,660,,1996-06-04,2,2010-01-06,2,1,2011-10-21,1,2011,133,133,133,"Sudan, South Sudan","625, 626",4,17.1
4850,5460,3,Dinka ,598,,Nuer,660,,1996-06-04,2,2013-12-19,1,1,2013-12-19,1,2013,44,44,54,South Sudan,626,4,17.1
4850,5460,3,Dinka ,598,,Nuer,660,,1996-06-04,2,2015-04-05,5,1,2015-04-05,5,2015,100,100,100,South Sudan,626,4,17.1
4851,5461,3,Jikany Nuer,992,,Lou Nuer,706,,1993-12-31,5,1993-12-31,5,1,1993-12-31,5,1993,1001,1001,1001,Sudan,625,4,17.1
4851,5461,3,Jikany Nuer,992,,Lou Nuer,706,,1993-12-31,5,2009-05-08,1,1,2009-05-08,1,2009,71,71,71,Sudan,625,4,17.1
4852,5462,3,Masalit ,993,,Rizeigat Abbala,676,,1998-03-06,5,1998-03-06,5,0,,,1998,100,100,100,Sudan,625,4,17.1
4852,5462,3,Masalit ,993,,Rizeigat Abbala,676,,1998-03-06,5,1998-03-06,5,1,1999-08-31,3,1999,300,300,380,"Sudan, Chad","625, 483",4,17.1
4853,5463,3,Rizeigat Abbala,676,,Zaghawa,705,,1996-09-27,1,1996-09-30,3,1,1996-11-08,1,1996,166,166,206,Sudan,625,4,17.1
4854,5464,3,"Beni Halba Baggara, Salamat Baggara",3832,"995, 994",Fur,996,,1989-04-30,5,1989-04-30,5,1,1989-06-22,1,1989,2000,2000,2400,Sudan,625,4,17.1
4855,5465,1,SPLM/A,466,,SPLM/A - AH ,997,,1993-08-03,2,1993-09-13,2,1,1993-09-13,2,1993,55,55,55,Sudan,625,4,17.1
4856,5466,1,SPLM/A,466,,SPLM/A - WN,998,,1992-12-03,3,1992-12-03,3,0,,,1992,40,40,100,Sudan,625,4,17.1
4856,5466,1,SPLM/A,466,,SPLM/A - WN,998,,1992-12-03,3,1992-12-03,3,1,1993-01-04,1,1993,114,114,114,Sudan,625,4,17.1
4857,5467,1,SPLM/A,466,,SSDF,686,,1991-10-08,3,1991-12-31,5,0,,,1991,1002,1002,1002,Sudan,625,4,17.1
4857,5467,1,SPLM/A,466,,SSDF,686,,1991-10-08,3,1991-12-31,5,0,,,1992,1001,1001,1001,Sudan,625,4,17.1
4857,5467,1,SPLM/A,466,,SSDF,686,,1991-10-08,3,1991-12-31,5,0,,,1993,2732,2732,3731,Sudan,625,4,17.1
4857,5467,1,SPLM/A,466,,SSDF,686,,1991-10-08,3,1991-12-31,5,1,1994-10-22,1,1994,150,150,150,Sudan,625,4,17.1
4857,5467,1,SPLM/A,466,,SSDF,686,,1991-10-08,3,1997-12-31,5,1,1997-12-31,5,1997,200,200,200,Sudan,625,4,17.1
4857,5467,1,SPLM/A,466,,SSDF,686,,1991-10-08,3,2002-06-19,1,1,2002-06-19,1,2002,82,82,82,Sudan,625,4,17.1
4858,5468,1,SPLM/A,466,,SSUM/A ,1037,,2000-07-30,2,2000-07-30,2,1,2000-09-01,1,2000,390,390,390,Sudan,625,4,17.1
4859,5469,1,SPLM/A,466,,UNRF II,491,,1997-03-02,2,1997-03-02,2,1,1997-12-10,1,1997,210,210,210,Sudan,625,4,17.1
4860,5470,1,SPLM/A,466,,WNBF,490,,1995-06-02,1,1995-06-02,1,0,,,1995,64,64,64,Sudan,625,4,17.1
4860,5470,1,SPLM/A,466,,WNBF,490,,1995-06-02,1,1995-06-02,1,0,,,1996,49,49,49,Sudan,625,4,17.1
4860,5470,1,SPLM/A,466,,WNBF,490,,1995-06-02,1,1995-06-02,1,1,1997-03-02,2,1997,100,100,100,Sudan,625,4,17.1
4861,5471,1,SSDF,686,,SSUM/A ,1037,,1998-01-17,3,1998-01-17,3,0,,,1998,249,249,251,Sudan,625,4,17.1
4861,5471,1,SSDF,686,,SSUM/A ,1037,,1998-01-17,3,1998-01-17,3,1,1999-10-28,1,1999,241,241,243,Sudan,625,4,17.1
4862,5472,3,Moba,1000,,Tchokossi,999,,1991-10-29,2,1991-10-29,2,1,1991-10-29,2,1991,31,31,31,Togo,461,4,17.1
4863,5473,3,Bokora Karimojong,590,,"Jie, Matheniko Karimojong",3844,"633, 1029",2000-07-01,1,2000-07-01,1,1,2000-07-01,1,2000,48,48,48,Uganda,500,4,17.1
4864,5474,3,Bokora Karimojong,590,,Matheniko Karimojong,1029,,1992-01-31,3,1999-07-29,1,1,1999-09-10,2,1999,352,352,572,Uganda,500,4,17.1
4865,5475,3,Bokora Karimojong,590,,"Matheniko Karimojong, Turkana",3843,"1029, 693",2000-07-02,1,2000-07-02,1,1,2000-07-02,1,2000,60,60,60,Uganda,500,4,17.1
4866,5476,3,Dodoth,1038,,Jie,633,,2000-03-19,1,2000-03-19,1,1,2000-07-23,1,2000,135,135,135,Uganda,500,4,17.1
4866,5476,3,Dodoth,1038,,Jie,633,,2000-03-19,1,2005-09-28,1,1,2005-09-28,1,2005,30,30,30,Uganda,500,4,17.1
4866,5476,3,Dodoth,1038,,Jie,633,,2000-03-19,1,2009-11-03,1,1,2009-11-03,1,2009,38,38,38,Uganda,500,4,17.1
4867,5477,3,Dodoth,1038,,"Toposa, Turkana",3839,"692, 693",2000-02-01,2,2000-02-01,2,1,2000-02-01,2,2000,43,43,43,Uganda,500,4,17.1
4868,5478,3,Iteso,1001,,Karimojong,1040,,2001-09-13,1,2001-09-13,1,1,2001-09-13,1,2001,32,32,32,Uganda,500,4,17.1
4869,5479,3,Karimojong,1040,,Pokot,670,,1989-03-02,1,1998-04-30,3,1,1998-07-01,1,1998,134,134,134,Uganda,500,4,17.1
4869,5479,3,Karimojong,1040,,Pokot,670,,1989-03-02,1,2000-04-28,1,1,2000-04-28,1,2000,60,60,60,Uganda,500,4,17.1
4869,5479,3,Karimojong,1040,,Pokot,670,,1989-03-02,1,2003-01-06,1,1,2003-01-06,1,2003,53,53,53,Uganda,500,4,17.1
4870,5480,3,Matheniko Karimojong,1029,,Pokot,670,,1999-02-06,1,1999-02-06,1,1,1999-02-06,1,1999,36,36,36,Uganda,500,4,17.1
4871,5481,1,Republic of Bosnia-Herzegovina,845,,Serbian Republic of Bosnia-Herzegovina,339,,1992-04-05,1,1992-04-05,1,1,1992-04-23,1,1992,144,140,150,Serbia (Yugoslavia),345,1,17.1
4872,5482,1,Republic of Croatia,337,,"SAO Eastern Slavonia, Baranja and Western Symria",846,,1991-06-26,1,1991-07-04,1,1,1991-09-09,1,1991,83,83,88,Serbia (Yugoslavia),345,1,17.1
4873,5483,1,Republic of Croatia,337,,SAO Krajina,847,,1991-06-26,1,1991-07-21,1,1,1991-09-16,1,1991,189,161,189,Serbia (Yugoslavia),345,1,17.1
4874,5484,1,Republic of Croatia,337,,Serbian Republic of Krajina,340,,1992-01-19,1,1992-04-03,1,1,1992-04-21,1,1992,35,35,37,Serbia (Yugoslavia),345,1,17.1
4875,5485,1,Forces of Jing Caludtiag,848,,Forces of Randy Karon,849,,2009-05-28,1,2009-07-27,3,1,2009-07-27,3,2009,44,44,44,Philippines,840,3,17.1
4876,5486,3,Afor,1002,,Fulani,607,,2009-12-06,1,2009-12-19,2,1,2009-12-19,2,2009,33,33,71,Nigeria,475,4,17.1
4877,5487,2,Supporters of Andry Rajoelina,1003,,Supporters of Marc Ravalomanana,1041,,2009-01-26,1,2009-01-28,1,1,2009-03-11,2,2009,82,55,119,Madagascar (Malagasy),580,4,17.1
4878,5488,1,Al-Shabaab,717,,Hizbul Islam,1004,,2009-10-01,1,2009-10-01,1,0,,,2009,121,101,165,Somalia,520,4,17.1
4878,5488,1,Al-Shabaab,717,,Hizbul Islam,1004,,2009-10-01,1,2009-10-01,1,1,2010-12-18,1,2010,88,79,98,Somalia,520,4,17.1
4879,5489,3,Ngok Dinka,1005,,Shiluk,1006,,2000-02-11,1,2009-01-11,1,1,2009-11-11,1,2009,121,121,134,Sudan,625,4,17.1
4880,5490,3,Bari,1007,,Mundari,1042,,2009-05-06,2,2009-05-24,3,1,2009-05-24,3,2009,41,41,52,Sudan,625,4,17.1
4881,5491,3,Bor Dinka,708,,Mundari,1042,,2007-12-19,1,2009-10-07,2,1,2009-10-07,2,2009,37,37,37,Sudan,625,4,17.1
4882,5492,3,Aliap Dinka ,1008,,Mundari,1042,,2009-11-15,1,2009-11-17,2,1,2009-11-17,2,2009,52,52,52,Sudan,625,4,17.1
4883,5493,3,Luac Jang Dinka,1009,,Awan Dinka,1010,,2009-08-11,2,2009-08-11,2,1,2009-08-11,2,2009,30,30,30,Sudan,625,4,17.1
4884,5494,3,Fulani,607,,Tarok,689,,2004-03-08,3,2004-04-27,1,1,2004-04-27,1,2004,120,120,140,Nigeria,475,4,17.1
4884,5494,3,Fulani,607,,Tarok,689,,2004-03-08,3,2013-04-06,1,1,2013-11-10,1,2013,118,118,135,Nigeria,475,4,17.1
4886,5496,3,Pari,1011,,Toposa,692,,1990-12-31,5,1990-12-31,5,1,1990-12-31,5,1990,35,35,35,Sudan,625,4,17.1
4887,5497,1,Al-Shabaab,717,,ONLF,497,,2007-12-31,1,2007-12-31,1,1,2007-12-31,1,2007,40,40,40,Ethiopia,530,4,17.1
4888,5498,3,Arab,1012,,Kounta,1013,,1999-07-14,1,1999-07-14,1,1,1999-10-16,1,1999,59,59,77,Mali,432,4,17.1
4889,5499,3,Atyap,1014,,Hausa,608,,1992-02-06,1,1992-02-06,1,1,1992-05-16,2,1992,582,547,1925,Nigeria,475,4,17.1
4890,5500,3,Hausa,608,,"Igbo, Yoruba",3797,"621, 701",2001-10-13,2,2001-10-13,2,1,2001-10-13,2,2001,200,200,200,Nigeria,475,4,17.1
4891,5501,3,Jie,633,,Matheniko Karimojong,1029,,2005-03-31,3,2005-03-31,3,1,2005-03-31,3,2005,26,26,26,Uganda,500,4,17.1
4892,5502,2,Supporters of Laurent Gbagbo,1015,,Supporters of Alassane Outtara,1016,,2000-10-26,1,2000-10-26,1,1,2000-10-26,1,2000,25,25,25,Ivory Coast,437,4,17.1
4893,5503,2,Supporters of Didier Ratsiraka,1017,,Supporters of Marc Ravalomanana,1041,,2002-02-26,1,2002-04-13,1,1,2002-07-04,1,2002,79,79,79,Madagascar (Malagasy),580,4,17.1
4894,5504,3,Mauritanian,1018,,Senegalese,1019,,1989-04-20,1,1989-04-25,2,1,1989-04-30,1,1989,221,221,637,"Senegal, Mauritania","433, 435",4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,1991-04-22,2,0,,,1991,350,300,550,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,1991-04-22,2,1,1992-03-13,1,1992,200,4,200,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,2000-02-24,2,1,2000-09-08,2,2000,1853,1348,5211,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,2002-06-26,1,1,2002-11-23,2,2002,201,196,479,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,2004-02-24,1,1,2004-11-12,1,2004,1281,901,1456,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,2006-02-20,1,1,2006-02-24,1,2006,141,141,181,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,2010-01-18,1,0,,,2010,109,106,296,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,2010-01-18,1,0,,,2011,880,880,1167,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,2010-01-18,1,1,2012-11-22,1,2012,126,126,133,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,2014-03-15,2,0,,,2014,336,329,474,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,2014-03-15,2,0,,,2015,48,48,48,Nigeria,475,4,17.1
4895,5505,3,Christians (Nigeria),1020,,Muslims (Nigeria),1021,,1991-04-22,2,2014-03-15,2,-99,,,2016,127,115,148,Nigeria,475,4,17.1
4896,5506,3,Bini,1022,,Urhobo,949,,1998-08-19,1,1998-08-19,1,1,1998-08-19,1,1998,50,50,50,Nigeria,475,4,17.1
4897,5507,2,Supporters of PDP,668,,Supporters of UNPP ,1023,,2003-04-11,2,2003-04-11,2,1,2003-04-11,2,2003,31,31,31,Nigeria,475,4,17.1
4898,5508,2,Supporters of Jean-Bertrand Aristide,850,,Supporters of Roger Lafontant,851,,1991-01-07,1,1991-01-07,1,1,1991-01-07,1,1991,40,37,50,Haiti,41,5,17.1
4899,5509,3,Meskhetian Turk,852,,Uzbek,853,,1989-05-23,1,1989-06-06,2,1,1989-06-06,2,1989,98,0,98,Russia (Soviet Union),365,1,17.1
4900,5510,3,Kyrgyz,854,,Uzbek,853,,1990-06-04,1,1990-06-10,2,1,1990-06-10,2,1990,171,171,171,Russia (Soviet Union),365,1,17.1
4900,5510,3,Kyrgyz,854,,Uzbek,853,,1990-06-04,1,2010-06-12,1,1,2010-06-15,2,2010,41,41,465,Kyrgyzstan,703,3,17.1
4901,5511,1,Taleban - Ali Dad faction,856,,Taleban - Mola Khel faction,857,,1996-03-26,2,1996-03-26,2,1,1996-03-26,2,1996,30,30,30,Afghanistan,700,3,17.1
4902,5512,3,Hindus (India),858,,Muslims (India),859,,1989-03-31,3,1989-09-30,3,0,,,1989,441,441,441,India,750,3,17.1
4902,5512,3,Hindus (India),858,,Muslims (India),859,,1989-03-31,3,1989-09-30,3,0,,,1990,1878,1878,2215,India,750,3,17.1
4902,5512,3,Hindus (India),858,,Muslims (India),859,,1989-03-31,3,1989-09-30,3,0,,,1991,96,96,162,India,750,3,17.1
4902,5512,3,Hindus (India),858,,Muslims (India),859,,1989-03-31,3,1989-09-30,3,0,,,1992,462,451,1053,India,750,3,17.1
4902,5512,3,Hindus (India),858,,Muslims (India),859,,1989-03-31,3,1989-09-30,3,1,1993-08-31,3,1993,142,129,757,India,750,3,17.1
4902,5512,3,Hindus (India),858,,Muslims (India),859,,1989-03-31,3,2002-04-23,1,1,2002-12-24,1,2002,60,60,61,India,750,3,17.1
4902,5512,3,Hindus (India),858,,Muslims (India),859,,1989-03-31,3,2013-09-08,1,1,2013-11-03,1,2013,68,68,70,India,750,3,17.1
4903,5513,3,Christians (Indonesia),860,,Muslims (Indonesia),861,,1999-01-20,2,1999-01-20,2,0,,,1999,504,443,1120,Indonesia,850,3,17.1
4903,5513,3,Christians (Indonesia),860,,Muslims (Indonesia),861,,1999-01-20,2,1999-01-20,2,1,2000-11-26,3,2000,493,468,493,Indonesia,850,3,17.1
4903,5513,3,Christians (Indonesia),860,,Muslims (Indonesia),861,,1999-01-20,2,2002-09-21,1,1,2002-09-21,1,2002,26,26,26,Indonesia,850,3,17.1
4903,5513,3,Christians (Indonesia),860,,Muslims (Indonesia),861,,1999-01-20,2,2004-04-25,1,1,2004-11-13,1,2004,49,40,56,Indonesia,850,3,17.1
4904,5514,3,Akibu,4467,,Tonakau,4468,,1999-03-02,3,1999-03-12,3,1,1999-03-12,3,1999,60,60,60,Papua New Guinea,910,3,17.1
4905,5515,3,Christians (Philippines),872,,Muslims (Philippines),873,,1993-02-05,1,1993-10-24,2,1,1993-12-26,1,1993,43,43,58,Philippines,840,3,17.1
4906,5516,2,Supporters of PA,875,,Supporters of UNP,874,,1994-07-28,3,1994-08-21,2,1,1994-11-05,1,1994,29,29,29,Sri Lanka,780,3,17.1
4907,5517,3,Santiago Xochiltepec,877,,Santo Domingo Teojomulco,876,,2002-05-31,2,2002-05-31,2,1,2002-05-31,2,2002,26,26,26,Mexico,70,5,17.1
4908,5518,3,Kuki,387,,Paite,878,,1997-07-08,3,1997-07-08,3,1,1997-12-21,1,1997,136,136,297,India,750,3,17.1
4910,5520,1,PKK,323,,PUK,261,,1992-10-04,1,1992-10-08,2,1,1992-10-08,2,1992,50,50,50,Iraq,645,2,17.1
4910,5520,1,PKK,323,,PUK,261,,1992-10-04,1,2000-09-22,3,1,2000-12-04,2,2000,92,92,105,Iraq,645,2,17.1
4911,5521,1,Forces of Michel Aoun,242,,PSP,879,,1989-03-11,1,1989-03-22,1,1,1989-05-02,1,1989,31,31,32,Lebanon,660,2,17.1
4912,5522,1,Lashkar of Orakzai tribe,887,,TTP,356,,2009-08-18,1,2009-12-22,1,1,2009-12-22,1,2009,27,27,27,Pakistan,770,3,17.1
4913,5523,1,Forces of Turkestan Bhittani,888,,TTP,356,,2008-06-24,2,2009-08-12,1,1,2009-10-06,1,2009,101,101,121,Pakistan,770,3,17.1
4914,5524,1,CNDD,431,,Palipehutu-FNL,432,,1996-12-31,3,1997-07-06,2,1,1997-07-06,2,1997,224,224,610,"Burundi, Tanzania","516, 510",4,17.1
4915,5525,3,Dodoth,1038,,Turkana,693,,2000-06-11,1,2000-06-11,1,1,2000-06-11,1,2000,70,70,70,Uganda,500,4,17.1
4916,5526,3,Anuak,581,,Highlanders,1073,,2004-01-30,1,2004-01-30,1,1,2004-11-30,3,2004,114,114,236,Ethiopia,530,4,17.1
4917,5527,1,FNI,606,,PUSIC,1075,,2003-03-04,1,2003-03-04,1,1,2003-05-31,1,2003,67,67,188,DR Congo (Zaire),490,4,17.1
4918,5528,1,FNI,606,,UPC,1076,,2003-05-06,1,2003-05-06,1,1,2003-08-23,1,2003,429,429,468,DR Congo (Zaire),490,4,17.1
4919,5529,1,"FNI, FRPI",3847,"606, 1077",UPC,1076,,2003-03-06,1,2003-03-06,1,1,2003-03-06,1,2003,71,71,106,DR Congo (Zaire),490,4,17.1
4920,5530,1,RCD-K-ML ,789,,UPC,1076,,2002-08-14,3,2002-08-14,3,1,2002-12-03,1,2002,216,216,216,DR Congo (Zaire),490,4,17.1
4921,5531,3,Suri,688,,Tishana-Me’en,1078,,2001-12-31,5,2001-12-31,5,1,2001-12-31,5,2001,34,34,34,Ethiopia,530,4,17.1
4923,5533,3,Geri,1027,,Makahin,1081,,2001-06-30,3,2001-06-30,3,1,2001-06-30,3,2001,32,32,32,Ethiopia,530,4,17.1
4924,5534,3,Borana,591,,Gabra,609,,1992-04-30,3,2005-07-12,1,0,,,2005,68,68,95,Kenya,501,4,17.1
4924,5534,3,Borana,591,,Gabra,609,,1992-04-30,3,2005-07-12,1,0,,,2006,74,74,74,Kenya,501,4,17.1
4924,5534,3,Borana,591,,Gabra,609,,1992-04-30,3,2005-07-12,1,1,2007-02-11,2,2007,27,27,27,"Kenya, Ethiopia","501, 530",4,17.1
4924,5534,3,Borana,591,,Gabra,609,,1992-04-30,3,2012-01-28,2,1,2012-01-28,2,2012,27,27,31,Kenya,501,4,17.1
4925,5535,3,Pokot,670,,Samburu,925,,2006-04-30,3,2006-09-20,3,1,2006-09-20,3,2006,25,25,25,Kenya,501,4,17.1
4925,5535,3,Pokot,670,,Samburu,925,,2006-04-30,3,2009-09-14,1,1,2009-12-31,5,2009,51,43,54,Kenya,501,4,17.1
4926,5536,3,Samburu,925,,Turkana,693,,1992-12-31,5,1996-12-31,5,1,1996-12-31,5,1996,54,54,54,Kenya,501,4,17.1
4926,5536,3,Samburu,925,,Turkana,693,,1992-12-31,5,2015-11-02,5,1,2015-11-02,5,2015,50,50,50,Kenya,501,4,17.1
4927,5537,3,Ari,1083,,Mursi,1084,,1991-05-31,3,1991-05-31,3,1,1991-05-31,3,1991,51,51,51,Ethiopia,530,4,17.1
4927,5537,3,Ari,1083,,Mursi,1084,,1991-05-31,3,1999-01-03,2,1,1999-01-03,2,1999,31,31,41,Ethiopia,530,4,17.1
4928,5538,3,Dassanetch,713,,"Nyangatom , Toposa",3806,"712, 692",1989-03-31,5,1989-03-31,5,1,1989-03-31,5,1989,60,60,60,Kenya,501,4,17.1
4929,5539,3,"Dayak, Malay",3825,"819, 1085",Madurese,820,,1999-02-25,2,1999-03-19,2,1,1999-03-25,3,1999,172,172,209,Indonesia,850,3,17.1
4930,5540,3,Samburu,925,,Somali (Kenya),1106,,1996-09-26,5,1996-09-26,5,1,1996-09-26,5,1996,40,40,40,Kenya,501,4,17.1
4931,5541,3,Bokora Karimojong,590,,"Jie, Matheniko Karimojong, Turkana",3838,"633, 1029, 693",2000-07-11,1,2000-07-11,1,1,2000-07-11,1,2000,213,213,213,Uganda,500,4,17.1
4932,5542,1,Forces of General Morgan,1082,,Forces of Omar Jess,965,,1997-03-11,1,1997-08-23,2,0,,,1997,188,188,188,Somalia,520,4,17.1
4932,5542,1,Forces of General Morgan,1082,,Forces of Omar Jess,965,,1997-03-11,1,1997-08-23,2,1,1998-12-13,2,1998,240,214,251,Somalia,520,4,17.1
4933,5543,1,Gulf Cartel,782,,Los Zetas,1088,,2010-01-31,2,2010-03-05,5,0,,,2010,412,412,775,Mexico,70,5,17.1
4933,5543,1,Gulf Cartel,782,,Los Zetas,1088,,2010-01-31,2,2010-03-05,5,0,,,2011,380,380,430,Mexico,70,5,17.1
4933,5543,1,Gulf Cartel,782,,Los Zetas,1088,,2010-01-31,2,2010-03-05,5,0,,,2012,555,555,592,Mexico,70,5,17.1
4933,5543,1,Gulf Cartel,782,,Los Zetas,1088,,2010-01-31,2,2010-03-05,5,0,,,2013,339,257,359,Mexico,70,5,17.1
4933,5543,1,Gulf Cartel,782,,Los Zetas,1088,,2010-01-31,2,2010-03-05,5,0,,,2014,436,436,761,Mexico,70,5,17.1
4933,5543,1,Gulf Cartel,782,,Los Zetas,1088,,2010-01-31,2,2010-03-05,5,0,,,2015,221,221,606,Mexico,70,5,17.1
4933,5543,1,Gulf Cartel,782,,Los Zetas,1088,,2010-01-31,2,2010-03-05,5,-99,,,2016,42,42,49,Mexico,70,5,17.1
4934,5544,1,Beltrán Leyva Cartel,1089,,Beltrán Leyva Cartel - Valdez Villareal faction,1090,,2010-01-09,1,2010-03-14,2,1,2010-12-12,1,2010,182,182,216,Mexico,70,5,17.1
4935,5545,1,Ansarallah,1091,,AQAP,881,,2010-11-24,1,2010-11-26,1,1,2010-11-26,1,2010,26,17,26,Yemen (North Yemen),678,2,17.1
4935,5545,1,Ansarallah,1091,,AQAP,881,,2010-11-24,1,2014-10-09,1,1,2014-12-31,1,2014,460,460,611,Yemen (North Yemen),678,2,17.1
4936,5546,1,Los Zetas,1088,,Sinaloa Cartel,775,,2010-03-28,1,2010-06-14,1,0,,,2010,29,29,39,Mexico,70,5,17.1
4936,5546,1,Los Zetas,1088,,Sinaloa Cartel,775,,2010-03-28,1,2010-06-14,1,0,,,2011,85,85,130,Mexico,70,5,17.1
4936,5546,1,Los Zetas,1088,,Sinaloa Cartel,775,,2010-03-28,1,2010-06-14,1,0,,,2012,335,335,438,Mexico,70,5,17.1
4936,5546,1,Los Zetas,1088,,Sinaloa Cartel,775,,2010-03-28,1,2010-06-14,1,0,,,2013,54,54,56,Mexico,70,5,17.1
4936,5546,1,Los Zetas,1088,,Sinaloa Cartel,775,,2010-03-28,1,2010-06-14,1,1,2014-12-31,5,2014,60,60,83,Mexico,70,5,17.1
4937,5547,1,Lashkar-e-Islam,399,,TTP,356,,2010-02-18,1,2010-02-18,1,1,2010-12-26,1,2010,63,53,69,Pakistan,770,3,17.1
4938,5548,1,Forces of Momin Afridi,1100,,TTP - TA,1101,,2010-08-31,2,2010-11-05,1,1,2010-11-05,1,2010,74,70,99,Pakistan,770,3,17.1
4939,5549,1,TTP - MR,1102,,TTP - MT,1103,,2010-02-17,1,2010-03-13,1,1,2010-04-01,1,2010,80,77,88,Pakistan,770,3,17.1
4940,5550,3,Bangesh,790,,Mangal,797,,2008-06-18,1,2010-09-09,1,1,2010-10-04,1,2010,165,165,178,Pakistan,770,3,17.1
4941,5551,1,Mara 18 (Honduras),1099,,Mara Salvatrucha (Honduras),778,,1999-11-12,1,2010-09-07,1,1,2010-10-30,1,2010,49,48,55,Honduras,91,5,17.1
4942,5552,3,Suleiman subclan of Habar Gidir clan (Hawiye),687,,Qubeys subclan (Dir),1098,,2010-02-05,1,2010-03-12,1,1,2010-08-30,2,2010,88,88,88,Somalia,520,4,17.1
4943,5553,3,Gok Dinka,583,,Rek Dinka,1097,,2010-02-20,1,2010-02-20,1,1,2010-02-20,1,2010,28,28,56,Sudan,625,4,17.1
4943,5553,3,Gok Dinka,583,,Rek Dinka,1097,,2010-02-20,1,2012-11-30,1,1,2012-12-05,2,2012,81,81,81,South Sudan,626,4,17.1
4944,5554,1,Mujahideen in the Golis Mountains,1096,,Puntland state of Somalia,671,,2010-07-26,1,2010-08-19,1,0,,,2010,109,96,161,Somalia,520,4,17.1
4944,5554,1,Mujahideen in the Golis Mountains,1096,,Puntland state of Somalia,671,,2010-07-26,1,2010-08-19,1,0,,,2011,33,27,33,Somalia,520,4,17.1
4944,5554,1,Mujahideen in the Golis Mountains,1096,,Puntland state of Somalia,671,,2010-07-26,1,2010-08-19,1,1,2012-12-07,1,2012,79,79,113,Somalia,520,4,17.1
4945,5555,3,Boje,1094,,Nsadop,1095,,2010-10-30,2,2010-10-30,2,1,2010-10-30,2,2010,30,30,35,Nigeria,475,4,17.1
4946,5556,3,Atuot Dinka,1092,,Ciek Dinka,1093,,2010-04-25,2,2010-04-25,2,1,2010-04-25,2,2010,27,27,54,Sudan,625,4,17.1
4947,5557,1,Ahlu Sunna Waljamaca,894,,Hizbul Islam,1004,,2009-12-27,1,2010-01-13,1,1,2010-11-29,2,2010,45,45,49,Somalia,520,4,17.1
4948,5558,3,Birom,589,,Fulani,607,,2002-05-30,2,2002-10-14,1,1,2002-12-29,1,2002,48,48,48,Nigeria,475,4,17.1
4948,5558,3,Birom,589,,Fulani,607,,2002-05-30,2,2010-01-19,1,0,,,2010,323,262,687,Nigeria,475,4,17.1
4948,5558,3,Birom,589,,Fulani,607,,2002-05-30,2,2010-01-19,1,0,,,2011,112,112,140,Nigeria,475,4,17.1
4948,5558,3,Birom,589,,Fulani,607,,2002-05-30,2,2010-01-19,1,0,,,2012,73,73,73,Nigeria,475,4,17.1
